Time (sec), Heater 1 (%), Heater 2 (%), Temperature 1 (degC), Temperature 2 (degC), Set Point 1 (degC), Set Point 2 (degC)
1.691556739807128906e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.373400000000000176e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.701567070484161377e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.363800000000000168e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.711570410728454590e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.370200000000000173e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.721580710411071777e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.373400000000000176e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.731591110229492188e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.376699999999999946e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.741601541042327881e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.367000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.751611781120300293e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.373400000000000176e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.761622099876403809e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.363800000000000168e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.771623630523681641e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.781633861064910889e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.360500000000000043e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.791640601158142090e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.373400000000000176e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.801650321483612061e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.370200000000000173e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.811660649776458740e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.367000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.821671011447906494e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.831681230068206787e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.367000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.841683480739593506e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.851693799495697021e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.370200000000000173e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.861704039573669434e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.871706800460815430e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.367000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.881717209815979004e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.891727590560913086e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.901737980842590332e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.911746160984039307e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.370200000000000173e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.921756529808044434e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.931766839027404785e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.941773269176483154e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.951783599853515625e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.961792659759521484e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.971802990436553955e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.376699999999999946e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.981813411712646484e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.370200000000000173e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.991814260482788086e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.001824629306793213e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.373400000000000176e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.011834900379180908e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.021845250129699707e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.376699999999999946e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.031855568885803223e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.041863191127777100e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.051873500347137451e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.061883811950683594e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.071894130706787109e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.081904401779174805e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.376699999999999946e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.091914768218994141e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.373400000000000176e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.101916351318359375e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.111926581859588623e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.121936810016632080e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.373400000000000176e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.131947062015533447e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.376699999999999946e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.141953368186950684e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.151963591575622559e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.161973869800567627e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.171984181404113770e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.376699999999999946e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.181994409561157227e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.191997730731964111e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.376699999999999946e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.202007739543914795e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.212018091678619385e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.222028400897979736e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.232038619518280029e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.242049000263214111e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.376699999999999946e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.252059319019317627e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.262065839767456055e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.272076170444488525e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.282086598873138428e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.292096941471099854e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.302107298374176025e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.312117691040039062e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.322125091552734375e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.373400000000000176e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.332135400772094727e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.342136499881744385e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.352139351367950439e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.376699999999999946e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.362149591445922852e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.372159810066223145e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.382170128822326660e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.392180562019348145e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.402190828323364258e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.412201130390167236e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.422211420536041260e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.432221701145172119e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.442227129936218262e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.452237410545349121e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.462247679233551025e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.472257940769195557e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.482268300056457520e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.492278518676757812e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.502278890609741211e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.512289221286773682e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.522297041416168213e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.532301721572875977e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.542312030792236328e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.552322227954864502e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.562325868606567383e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.572336192131042480e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.582346448898315430e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.592356770038604736e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.602367029190063477e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.612377369403839111e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.622387590408325195e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.632397978305816650e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.642404389381408691e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.652414660453796387e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.662424979209899902e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.672430958747863770e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.376699999999999946e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.682438650131225586e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.692449021339416504e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.702459287643432617e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.712469768524169922e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.722478780746459961e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.732484509944915771e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.742494919300079346e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.752505121231079102e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.762515480518341064e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.772525758743286133e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.782535970211029053e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.792546279430389404e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.802556519508361816e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.812566790580749512e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.822577040195465088e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.832587318420410156e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.842597579956054688e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.852607860565185547e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.862618081569671631e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.872628350257873535e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.882632229328155518e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.892642560005187988e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.902652859687805176e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.912657928466796875e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.922668290138244629e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.932678120136260986e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.942688438892364502e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.952698180675506592e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.962702629566192627e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.972712831497192383e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.982713201045989990e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.992716369628906250e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.002726681232452393e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.012736911773681641e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.022747287750244141e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.032752668857574463e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.042755839824676514e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.052764730453491211e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.062775039672851562e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.072785298824310303e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.082795560359954834e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.092805869579315186e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.102816088199615479e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.112826421260833740e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.122836799621582031e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.132847089767456055e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.142857389450073242e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.152867710590362549e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.162878229618072510e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.172888510227203369e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.182898809909820557e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.192909071445465088e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.202919340133666992e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.212925941944122314e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.222936339378356934e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.232946600914001465e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.242956840991973877e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.252967090606689453e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.262977330684661865e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.272987680435180664e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.282998061180114746e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.293008580207824707e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.303016932010650635e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.313027310371398926e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.323033020496368408e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.333043320178985596e+02,8.000000000000000000e+01,0.000000000000000000e+00,2.412099999999999866e+01,2.379899999999999949e+01,2.300000000000000000e+01,2.300000000000000000e+01
